name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
skopje,1/1/2023,2.7,0.9,1.5,2.7,0.9,1.5,1.5,99.4,0,0,0,,0,0,9.4,3.6,280.4,1034.1,97.6,1,59.9,5.1,4,10,2023-01-01T07:02:26,2023-01-01T16:13:10,0.31,Overcast,Cloudy skies throughout the day.,cloudy,"LWSK,13586099999,BKPR,13588099999,13590099999,13489099999,D3068,13571099999,13575099999,13481199999"
skopje,1/2/2023,2.9,-0.1,0.8,2.9,-1,0.7,0.6,98.4,0,0,0,,0,0,7.6,7,15.3,1032.6,98.7,1.3,55.9,4.8,4,10,2023-01-02T07:02:31,2023-01-02T16:14:02,0.35,Overcast,Cloudy skies throughout the day.,cloudy,"LWSK,13586099999,13576099999,BKPR,13588099999,13590099999,13489099999,D3068,13591099999,13571099999,13575099999,13481199999"
skopje,1/3/2023,2.6,-1,0.8,2.6,-2.3,0.7,0.6,98.8,0,0,0,,0,0,12.2,6.6,343.4,1029.7,98.1,1.4,62.4,5.4,4,10,2023-01-03T07:02:34,2023-01-03T16:14:56,0.38,Overcast,Cloudy skies throughout the day.,cloudy,"LWSK,13586099999,BKPR,13588099999,13590099999,D3068,13489099999,13571099999,13575099999,13481199999"
skopje,1/4/2023,10.9,-0.8,3.7,10.9,-0.8,3.3,2.6,92.5,0,0,0,,0,0,14.4,19.8,26.1,1029,78.4,5.3,38,3.3,2,10,2023-01-04T07:02:35,2023-01-04T16:15:51,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWSK,13586099999,13576099999,BKPR,13588099999,13590099999,D3068,13489099999,13591099999,13571099999,13575099999,13481199999"
skopje,1/5/2023,10.1,0.1,5.3,10.1,0.1,5.1,3.3,87.4,0,0,0,,0,0,13.7,7.4,52.7,1023.5,63.7,10.6,58.3,5,4,10,2023-01-05T07:02:33,2023-01-05T16:16:47,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWSK,13586099999,13576099999,BKPR,13590099999,13588099999,13489099999,D3068,13591099999,13571099999,13575099999,13481199999"
skopje,1/6/2023,13.8,-2.8,3.5,13.8,-2.8,3.2,0.3,81.9,0,0,0,,0,0,18,14.1,358.3,1025.2,21.7,9.4,57.5,5,4,10,2023-01-06T07:02:29,2023-01-06T16:17:46,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWSK,13586099999,13576099999,BKPR,13588099999,13590099999,D3068,13489099999,13591099999,13571099999,13575099999,13481199999"
skopje,1/7/2023,11,-3.2,1.9,11,-3.2,1.7,-1.1,82.6,0,0,0,,0,0,14.4,10.1,52.4,1025.3,1.1,11.7,66.4,5.8,4,10,2023-01-07T07:02:22,2023-01-07T16:18:45,0.5,Clear,Clear conditions throughout the day.,clear-day,"LWSK,13586099999,13576099999,BKPR,13590099999,13588099999,D3068,13489099999,13591099999,13571099999,13575099999,13481199999"
skopje,1/8/2023,9.9,-5,0.7,9.9,-5,0.5,-1.4,87.2,0,0,0,,0,0,13.3,13.8,325.9,1022.4,24.4,10.8,73.5,6.1,4,10,2023-01-08T07:02:13,2023-01-08T16:19:46,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWSK,13586099999,13576099999,BKPR,13590099999,13588099999,13489099999,D3068,13591099999,13571099999,13575099999,13481199999"
skopje,1/9/2023,9.8,-3.6,2.5,7.1,-4.1,1.7,0.7,88.2,0.016,100,4.17,rain,0,0,51.8,33,230.2,1016.5,62.5,9.1,34.4,2.9,2,10,2023-01-09T07:02:02,2023-01-09T16:20:48,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LWSK,13586099999,13576099999,BKPR,13590099999,13588099999,D3068,13591099999,13571099999,13575099999,13481199999"
skopje,1/10/2023,10.7,3,7.1,10.7,0.1,5.5,5,87.1,1.916,100,16.67,rain,0,0,38.9,36.6,1.6,1007.2,83.7,10.4,26.4,2.1,2,10,2023-01-10T07:01:48,2023-01-10T16:21:52,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LWSK,13586099999,13576099999,BKPR,13590099999,13588099999,13489099999,D3068,13591099999,13571099999,13575099999,13481199999"
skopje,1/11/2023,7,0.7,3.9,6.8,0.4,2.8,1,82.2,0.032,100,8.33,rain,0,0,18,20.8,358.6,1016.4,81.2,12.5,17.5,1.5,1,10,2023-01-11T07:01:32,2023-01-11T16:22:57,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LWSK,13586099999,13576099999,BKPR,13590099999,13588099999,13489099999,D3068,13591099999,13571099999,13575099999,13481199999"
skopje,1/12/2023,7.8,2.4,4.9,7.5,2.4,4.1,1.6,79.8,0,0,0,,0,0,16.2,16,18,1021.1,88.7,12.2,35.1,3,2,10,2023-01-12T07:01:14,2023-01-12T16:24:03,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWSK,13586099999,13576099999,BKPR,13590099999,13588099999,D3068,13489099999,13591099999,13571099999,13575099999,13481199999"
skopje,1/13/2023,10.5,-1,4.9,10.5,-1,3.9,1.9,82,0,0,0,,0,0,14.8,14.4,36.1,1021.4,71.9,11.4,42.8,3.7,3,10,2023-01-13T07:00:54,2023-01-13T16:25:10,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWSK,13586099999,13576099999,BKPR,13590099999,13588099999,13489099999,D3068,13591099999,13571099999,13575099999,13481199999"
skopje,1/14/2023,5.7,-2.9,1.6,5.7,-4.2,1.1,0.2,90.6,0,0,0,,0,0,12.6,14.4,34.8,1021.8,80.2,9.1,43,3.7,2,10,2023-01-14T07:00:31,2023-01-14T16:26:18,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWSK,13586099999,13576099999,BKPR,13590099999,13588099999,13489099999,D3068,13591099999,13571099999,13575099999,13481199999"
skopje,1/15/2023,9,-1.8,4.2,9,-1.8,4.1,0.8,79.5,0,0,0,,0,0,13,7.6,90.8,1020.5,58.1,12,68.5,6,5,10,2023-01-15T07:00:06,2023-01-15T16:27:27,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWSK,13586099999,13576099999,BKPR,13590099999,13588099999,D3068,13591099999,13571099999,13575099999,13481199999"
skopje,1/16/2023,6.1,-2.7,2,6.1,-2.7,1.8,0,86.9,0.002,100,4.17,rain,0,0,11,7,289.9,1011.6,63.1,9.4,43.3,3.8,2,10,2023-01-16T06:59:38,2023-01-16T16:28:37,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LWSK,13588099999,13489099999,13577099999,13481199999,13586099999,13576099999,BKPR,13590099999,D3068,13591099999,13571099999,13575099999"
skopje,1/17/2023,12,4.7,8.2,12,1.9,7.7,6,86.8,4.78,100,16.67,rain,0,0,72,12.9,277.6,1002.8,86.2,10.4,54,4.6,3,10,2023-01-17T06:59:09,2023-01-17T16:29:48,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LWSK,13586099999,13576099999,13588099999,BKPR,13590099999,D3068,13591099999,13577099999,13571099999,13575099999,13481199999"
skopje,1/18/2023,18,8.1,12.9,18,6.8,12.7,6.1,65.7,0.175,100,8.33,rain,0,0,64.8,27.1,199.1,1002.7,69.9,14.9,24.7,2.1,2,10,2023-01-18T06:58:37,2023-01-18T16:30:59,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LWSK,13588099999,13489099999,13577099999,13481199999,13586099999,13576099999,BKPR,13590099999,D3068,13591099999,13571099999,13575099999"
skopje,1/19/2023,16.1,8.5,12.9,16.1,8,12.7,5.5,61.9,0.085,100,8.33,rain,0,0,82.8,26.3,118.4,1004.7,84,11.5,5.4,0.5,0,10,2023-01-19T06:58:03,2023-01-19T16:32:12,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LWSK,13588099999,13489099999,13577099999,13481199999,13586099999,13576099999,BKPR,13590099999,D3068,13591099999,13571099999,13575099999"
skopje,1/20/2023,11.5,3.7,7.7,11.5,1.7,6.5,5,83.6,1.13,100,12.5,rain,0,0,43.2,15.1,94.6,1005.2,58.2,13.4,30.8,2.4,1,10,2023-01-20T06:57:27,2023-01-20T16:33:25,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LWSK,13586099999,13576099999,13588099999,BKPR,13590099999,D3068,13591099999,13577099999,13571099999,13575099999,13481199999"
skopje,1/21/2023,7.9,1.9,4.6,7.9,1.1,3.2,3.1,89.7,0.237,100,12.5,rain,0,1.1,54,13.3,248.5,1010.2,79.2,10.7,34,2.9,3,10,2023-01-21T06:56:48,2023-01-21T16:34:38,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LWSK,13586099999,13576099999,13588099999,BKPR,13590099999,D3068,13591099999,13577099999,13571099999,13575099999,13481199999"
skopje,1/22/2023,12.8,-1.5,5.5,12.8,-1.5,4.7,1.8,79.5,0.05,100,4.17,rain,0,0.8,17.3,9.9,257.6,1018.8,40.7,8.8,77.5,6.6,5,10,2023-01-22T06:56:08,2023-01-22T16:35:53,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LWSK,13493099999,13588099999,13489099999,13577099999,13481199999,13586099999,13576099999,BKPR,13590099999,D3068,13591099999,13585099999,13571099999,13575099999"
skopje,1/23/2023,10.9,5.9,8.4,10.9,5,7.5,6.8,89.7,0.848,100,12.5,rain,0,0.1,216,15.2,121.9,1021.5,98.1,10.4,36.3,3,2,10,2023-01-23T06:55:25,2023-01-23T16:37:08,0.05,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LWSK,13586099999,13576099999,13588099999,BKPR,13590099999,D3068,13591099999,13577099999,13571099999,13575099999,13481199999"
skopje,1/24/2023,8.5,4.6,6.4,8.5,1.7,4.9,5.2,92,1.484,100,12.5,rain,0,0,12.2,14.4,266.1,1026.9,98,9.3,17.3,1.5,1,10,2023-01-24T06:54:41,2023-01-24T16:38:23,0.09,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LWSK,13588099999,13489099999,13577099999,13481199999,13586099999,13576099999,BKPR,13590099999,D3068,13591099999,13571099999,13575099999"
skopje,1/25/2023,5.7,4,4.7,5.7,1.1,4.2,3.1,89.6,1.161,100,16.67,rain,0,0,13.7,14.6,49.9,1026.2,99.8,10.8,31.1,2.6,2,10,2023-01-25T06:53:54,2023-01-25T16:39:39,0.12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LWSK,13588099999,13489099999,13577099999,13481199999,13586099999,13576099999,BKPR,13590099999,D3068,13591099999,13571099999,13575099999"
skopje,1/26/2023,4.4,1.8,3.4,4,-1.5,1.6,1.8,89.3,0.105,100,16.67,"rain,snow",0,0.1,18.4,14.3,93.5,1015.6,99.9,10,33.4,3,2,10,2023-01-26T06:53:06,2023-01-26T16:40:55,0.15,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"LWSK,13588099999,13489099999,13577099999,13481199999,13586099999,13576099999,BKPR,13590099999,D3068,13591099999,13571099999,13575099999"
skopje,1/27/2023,3.3,0.8,1.9,3.3,-2.1,0,-0.5,84.5,0.727,100,16.67,"rain,snow",0.1,0.4,19.1,17.1,291.1,1010.1,99.4,10.7,49.7,4.2,2,10,2023-01-27T06:52:15,2023-01-27T16:42:11,0.19,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"LWSK,13588099999,13489099999,13577099999,13481199999,13586099999,13576099999,BKPR,13590099999,D3068,13591099999,13571099999,13575099999"
skopje,1/28/2023,5.4,-1.8,2.4,4.1,-5.2,0.6,-1.4,76.5,0,0,0,,0,0.3,39.6,18.5,315.8,1016.6,97.6,13.6,30.5,2.6,1,10,2023-01-28T06:51:23,2023-01-28T16:43:28,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"LWSK,13588099999,13489099999,13577099999,13481199999,13586099999,13576099999,BKPR,13590099999,D3068,13591099999,13571099999,13575099999"
skopje,1/29/2023,3.6,0.9,2.2,2,-3.2,-0.3,-1.5,76.8,0,0,0,,0,0.3,21.2,18.2,331.9,1022.7,91.3,11.8,16.2,1.4,1,10,2023-01-29T06:50:28,2023-01-29T16:44:45,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"LWSK,13586099999,13576099999,13588099999,BKPR,13590099999,D3068,13591099999,13577099999,13571099999,13575099999,13481199999"
skopje,1/30/2023,3.2,-1.3,1.2,3.2,-3.1,0,-2.7,75.6,0,0,0,,0,0.3,11.2,13.2,82,1019.6,83.1,12.1,47.3,4,2,10,2023-01-30T06:49:32,2023-01-30T16:46:02,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWSK,13586099999,13576099999,13588099999,BKPR,13590099999,D3068,13591099999,13577099999,13571099999,13575099999,13481199999"
skopje,1/31/2023,6.6,-2.3,2.3,4.9,-4.7,-0.3,-2.3,72.9,0.012,100,4.17,"rain,snow",0,0.2,43.2,20.7,319.2,1018.2,61.3,11.8,61.4,5.2,3,10,2023-01-31T06:48:34,2023-01-31T16:47:20,0.32,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"LWSK,13586099999,13576099999,13588099999,BKPR,13590099999,D3068,13591099999,13577099999,13571099999,13575099999,13481199999"
skopje,2/1/2023,11.5,-1.3,3.3,11.5,-3.6,3,-3.9,62.6,0.001,100,4.17,rain,0,0,13.7,10.1,37.4,1020.8,49.3,14.2,86.2,7.5,5,10,2023-02-01T06:47:34,2023-02-01T16:48:37,0.36,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"LWSK,13586099999,13576099999,BKPR,13590099999,13588099999,D3068,13591099999,13577099999,13571099999,13575099999,13481199999"
skopje,2/1/2023,11.5,-1.3,3.3,11.5,-3.6,2.9,-3.9,62.9,0.001,100,4.17,rain,0,0,13.7,10.1,39.9,1020.8,49,14.2,188.1,7.5,5,,2023-02-01T06:47:34,2023-02-01T16:48:37,0.36,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"LWSK,13586099999,13576099999,13590099999,13588099999,D3068,13591099999,13571099999,13575099999"
skopje,2/2/2023,11.2,-3.6,4.2,11.2,-3.6,3.3,-2.5,65.2,0,0,0,,0,0,64.8,20.3,30.2,1020.3,52.2,14.1,168.2,6.7,5,,2023-02-02T06:46:33,2023-02-02T16:49:55,0.39,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LWSK,13586099999,13576099999,13588099999,13590099999,D3068,13591099999,13571099999,13575099999"
skopje,2/3/2023,8.6,-1,3.9,7.5,-2.4,1.9,-2.4,66.4,3.443,100,8.33,"rain,snow",0.3,0.4,57.6,23.8,314.3,1024,49.8,13.8,233.5,8.3,6,,2023-02-03T06:45:30,2023-02-03T16:51:13,0.42,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"LWSK,13586099999,13576099999,13588099999,13590099999,D3068,13591099999,13585099999,13571099999,13575099999"
skopje,2/4/2023,7.5,0.1,2.6,7.5,-5.4,0.4,-1.9,72.9,0.358,100,4.17,rain,0.6,0.4,57.6,31.7,323.5,1017.6,84,13.6,202.3,7.3,7,,2023-02-04T06:44:25,2023-02-04T16:52:30,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"LWSK,13576099999,13586099999,13588099999,13590099999,D3068,13591099999,13571099999,13575099999"
skopje,2/5/2023,0.4,-3.2,-1.4,-4,-9.7,-7.1,-11.1,47.9,0.1,100,4.17,snow,0,0.3,72,44.6,332.3,1026,88.7,15.4,88.4,3.6,2,,2023-02-05T06:43:18,2023-02-05T16:53:48,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,rain,"LWSK,13586099999,13576099999,13588099999,13590099999,D3068,13489099999,13591099999,13571099999,13575099999"
skopje,2/6/2023,0,-5.1,-2.3,-4.4,-10.6,-7.5,-10.9,52.1,0,0,0,,0,1.3,29.5,28.1,333.5,1030.6,79.7,15.1,184.4,7.5,6,,2023-02-06T06:42:10,2023-02-06T16:55:06,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWSK,13586099999,13576099999,13588099999,13590099999,D3068,13489099999,13591099999,13571099999,13575099999"
skopje,2/7/2023,1.4,-4.7,-2,-3.4,-8.8,-6.2,-9.7,56.3,0.009,100,4.17,snow,0,1.1,50.4,22,312.2,1035.6,56.3,13.5,169.8,6.9,7,,2023-02-07T06:41:00,2023-02-07T16:56:23,0.56,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,rain,"LWSK,13586099999,13576099999,13588099999,13590099999,D3068,13489099999,13591099999,13571099999,13575099999"
skopje,2/8/2023,2.6,-8.2,-2.8,2.6,-10.2,-4.6,-9.9,60.2,0,0,0,,0,0.5,21.2,10.8,257,1038.9,41.8,13.4,106.5,4.2,2,,2023-02-08T06:39:49,2023-02-08T16:57:41,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWSK,13586099999,13576099999,13588099999,13590099999,D3068,13489099999,13591099999,13571099999,13575099999"
skopje,2/9/2023,3.6,-11.3,-3.1,2,-11.9,-4.8,-10.2,60.5,0.005,100,4.17,rain,0,0.3,14.8,10.4,88.1,1039,37.6,12.8,222.1,8.8,6,,2023-02-09T06:38:36,2023-02-09T16:58:58,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LWSK,13576099999,13586099999,13588099999,13590099999,D3068,13591099999,13571099999,13575099999"
skopje,2/10/2023,6.1,-10,-1.7,6.1,-10.7,-2.7,-9,60.7,0.001,100,4.17,rain,0,0.2,14,7.4,234.7,1037.2,25,15.1,245.2,9.7,5,,2023-02-10T06:37:22,2023-02-10T17:00:16,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LWSK,13586099999,13576099999,13588099999,13590099999,D3068,13591099999,13571099999,13575099999"
skopje,2/11/2023,8.5,-5.9,0.5,8.4,-9.2,-1.4,-9,52.8,0.002,100,4.17,rain,0,0.2,14.8,10.6,272.5,1035.1,5.5,12.1,269.1,10.7,6,,2023-02-11T06:36:06,2023-02-11T17:01:33,0.7,Rain,Clear conditions throughout the day with afternoon rain.,rain,"LWSK,13586099999,13576099999,13588099999,13590099999,13489099999,D3068,13591099999,13571099999,13575099999"
skopje,2/12/2023,5.9,-7,0.9,3.7,-7.1,-1.2,-4.9,66.1,0,0,0,,0,0.1,54,18.1,320.3,1032.5,75.1,12,71.7,2.8,1,,2023-02-12T06:34:49,2023-02-12T17:02:50,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWSK,13586099999,13576099999,13588099999,13590099999,D3068,13489099999,13591099999,13571099999,13575099999"
skopje,2/13/2023,10,-0.2,3.9,10,-2.4,2.9,-2.7,64.8,0,0,0,,0,0.1,16.6,14.3,322.8,1037.1,36.5,10.4,273.5,10.8,6,,2023-02-13T06:33:31,2023-02-13T17:04:07,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LWSK,13493099999,13586099999,13576099999,13588099999,13590099999,D3068,13489099999,13591099999,13585099999,13571099999,13575099999"
skopje,2/14/2023,9,-2.2,3.5,5.7,-5.6,1.2,-3.7,61.1,0,0,0,,0,0.1,57.6,25.9,314.2,1032.7,46.2,12.4,117.9,4.8,3,,2023-02-14T06:32:11,2023-02-14T17:05:23,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWSK,13586099999,13576099999,13588099999,13590099999,D3068,13489099999,13591099999,13571099999,13575099999"
skopje,2/15/2023,11.6,0.6,5.2,11.6,-1.7,4,-2.7,58.3,0,0,0,,0,0,54,16.8,308.9,1032.4,27.3,12.8,232.1,9.2,6,,2023-02-15T06:30:50,2023-02-15T17:06:39,0.83,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LWSK,13586099999,13576099999,13588099999,13590099999,D3068,13591099999,13571099999,13575099999"
skopje,2/16/2023,13.8,-3.6,3.9,13.8,-6.5,3,-2.9,64.6,0,0,0,,0,0,16.9,10.3,255.3,1031.1,0.2,11.7,328.2,12.9,6,,2023-02-16T06:29:28,2023-02-16T17:07:56,0.87,Clear,Clear conditions throughout the day.,clear-day,"LWSK,13586099999,13576099999,13588099999,13590099999,D3068,13591099999,13571099999,13575099999"
skopje,2/17/2023,15.1,-2.1,5.1,15.1,-4.7,4.5,-2.4,61.9,0,0,0,,0,0,19.1,13.6,265.6,1028.8,29.7,11.7,323.6,12.6,6,,2023-02-17T06:28:04,2023-02-17T17:09:11,0.9,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LWSK,13586099999,13576099999,13588099999,13590099999,D3068,13591099999,13571099999,13575099999"
skopje,2/18/2023,14.8,-1.4,6.3,14.8,-3.9,5.6,-2,58.7,0,0,0,,0,0,16.6,7.4,278,1026,43.7,14.6,211.2,8.4,5,,2023-02-18T06:26:40,2023-02-18T17:10:27,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWSK,13586099999,13576099999,13588099999,13590099999,D3068,13591099999,13571099999,13575099999"
skopje,2/19/2023,18,0,8.8,18,-0.8,8.4,0,58,0,0,0,,0,0,16.9,10.1,217.7,1021.1,39.7,12.8,300.3,12.9,6,,2023-02-19T06:25:14,2023-02-19T17:11:42,0.97,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"LWSK,13586099999,13576099999,13588099999,13590099999,D3068,13591099999,13571099999,13575099999"
