name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
skopje,4/17/2023,17.2,9.2,11.6,17.2,7.6,11.4,8.6,82.5,7.631,100,16.67,rain,0,0,35.3,13.6,140.6,1009.2,84.9,11.6,220.2,10.4,5,,2023-04-17T05:51:25,2023-04-17T19:17:14,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,4/18/2023,17.5,7.3,11.7,17.5,7,11.6,7.8,78.6,0.816,100,12.5,rain,0,0,20.9,14.7,54.2,1011.6,76.4,11.8,341.9,17.1,10,,2023-04-18T05:49:51,2023-04-18T19:18:21,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,4/19/2023,17.3,9.4,12.1,17.3,7.8,11.9,7.3,74,2.119,100,8.33,rain,0,0,23,27,312.8,1012.8,78.8,14.1,209.5,9.9,6,,2023-04-19T05:48:18,2023-04-19T19:19:27,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,4/20/2023,18.7,7.8,13.3,18.7,6.7,13.2,5.9,63.7,0,0,0,,0,0,22,20.6,308.5,1013.3,46.8,12.5,302.6,15.3,8,,2023-04-20T05:46:46,2023-04-20T19:20:34,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,4/21/2023,20.5,6.8,13.9,20.5,4.8,13.4,4.8,57,0,0,0,,0,0,18,10.7,272.1,1012.7,39.2,13.8,379.5,20.5,9,,2023-04-21T05:45:14,2023-04-21T19:21:40,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,4/22/2023,21.5,8.4,14.2,21.5,7.2,14,5.4,58.1,0.098,100,4.17,rain,0,0,17.6,14.1,278.8,1013.6,51.5,12.7,453.4,24.4,10,,2023-04-22T05:43:44,2023-04-22T19:22:47,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,4/23/2023,21.8,6.2,14.4,21.8,4.9,14.3,5.6,59.8,0,0,0,,0,0,23.4,10.9,88.7,1014.8,25.7,14.5,426.4,23,9,,2023-04-23T05:42:14,2023-04-23T19:23:53,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,4/24/2023,20.2,7.5,13.8,20.2,6.5,13.6,8.6,72.5,0.695,100,4.17,rain,0,0,36.7,13.5,134.2,1012.1,56.4,14.7,229.9,11.5,8,,2023-04-24T05:40:46,2023-04-24T19:25:00,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,4/25/2023,20.7,10.4,14.1,20.7,10.4,14.1,8.6,72.6,0.19,100,12.5,rain,0,0,38.2,20.8,270.9,1007.5,66,11.5,231.9,11.6,7,,2023-04-25T05:39:18,2023-04-25T19:26:06,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,4/26/2023,12.1,7.9,9.4,12.1,6,8.5,6.5,82.4,15.236,100,12.5,rain,0,0,36.7,20.6,285.2,1010.5,78.9,11.4,112.5,6.1,3,,2023-04-26T05:37:52,2023-04-26T19:27:13,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,4/27/2023,16.2,6.5,11,16.2,4.4,10.3,-0.5,46.6,3.007,100,8.33,rain,0,0,37.1,21.7,314.1,1017.3,28,13.5,398,21.6,10,,2023-04-27T05:36:26,2023-04-27T19:28:19,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,4/28/2023,19,3.8,12,19,1.2,11.4,-0.5,45.4,0,0,0,,0,0,19.1,17.4,299.9,1020.3,31.3,15.2,475.9,25.5,9,,2023-04-28T05:35:02,2023-04-28T19:29:25,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,4/29/2023,17.2,6.6,12.1,17.2,5.4,11.9,5.4,65,0.138,100,4.17,rain,0,0,15.5,10.2,338.9,1016.1,82.6,14.3,197.2,9.8,7,,2023-04-29T05:33:38,2023-04-29T19:30:31,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,4/30/2023,21.5,8.9,15.2,21.5,7.4,15.1,7.8,63.9,0,0,0,,0,0,23.8,23.9,264.5,1014.1,56.3,13.3,453.1,24.4,10,,2023-04-30T05:32:16,2023-04-30T19:31:37,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/1/2023,22.5,7.9,15.3,22.5,7.9,15.3,8.2,65.5,0,0,0,,0,0,30.2,19.4,120.8,1017.1,38.1,15,416.4,22.5,10,,2023-05-01T05:30:55,2023-05-01T19:32:43,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/2/2023,20.7,10.1,15.7,20.7,10.1,15.7,7.1,60.1,0,0,0,,0,0,43.9,23.9,122.2,1018.5,51.4,12.8,414.9,22.6,8,,2023-05-02T05:29:35,2023-05-02T19:33:48,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWSK,13586099999,13590099999,13588099999,D3068,13571099999,13575099999"
skopje,5/3/2023,17.4,12.3,14.1,17.4,12.3,14.1,8.6,70.6,0.425,100,12.5,rain,0,0,33.8,14.2,78.4,1018.4,94.6,13.9,168.6,9.2,4,,2023-05-03T05:28:16,2023-05-03T19:34:54,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/4/2023,17.8,11.9,14.1,17.8,11.9,14.1,10.5,80,0.12,100,8.33,rain,0,0,16.2,10.7,297,1018.2,88.1,12.6,216.8,11.7,8,,2023-05-04T05:26:59,2023-05-04T19:35:59,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/5/2023,20.9,10.5,15.9,20.9,10.5,15.9,8,61,0,0,0,,0,0,19.8,16.8,291,1018.5,54.8,13,286.6,15.4,10,,2023-05-05T05:25:43,2023-05-05T19:37:04,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/6/2023,23.4,9.4,16.6,23.4,9.4,16.6,7.7,58.4,0,0,0,,0,0,21.2,13.5,262.5,1016.4,23.7,15,288.8,13.6,9,,2023-05-06T05:24:28,2023-05-06T19:38:09,0.52,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/7/2023,26.6,8,17.4,26.6,8,17.3,8.3,59.3,0,0,0,,0,0,19.4,10.2,68.3,1016.8,21.9,12.7,481.6,26,10,,2023-05-07T05:23:15,2023-05-07T19:39:14,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/8/2023,25.2,12.4,17.5,25.2,12.4,17.5,11.2,68.7,0.071,100,4.17,rain,0,0,59.4,35.4,289.9,1017.4,64,14.4,334.6,16.8,10,,2023-05-08T05:22:03,2023-05-08T19:40:18,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/9/2023,16.8,12.3,14.1,16.8,12.3,14.1,11,82,5.02,100,8.33,rain,0,0,14,21.2,299.4,1018.7,95.3,11.2,138.4,7.6,5,,2023-05-09T05:20:52,2023-05-09T19:41:22,0.63,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/10/2023,14.8,10.9,12.5,14.8,10.9,12.5,10.1,85.6,4.356,100,12.5,rain,0,0,16.6,14.4,91.3,1017.4,98.7,11.3,174.3,9.3,5,,2023-05-10T05:19:43,2023-05-10T19:42:25,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/11/2023,15,10.7,12.5,15,10.7,12.5,9.9,84.4,1.988,100,16.67,rain,0,0,14,10.8,92,1017.4,99.2,11.6,193.1,10.5,5,,2023-05-11T05:18:36,2023-05-11T19:43:29,0.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/12/2023,20,10.9,14.6,20,10.9,14.6,10.5,78.3,0.593,100,12.5,rain,0,0,29.9,14.7,95.7,1017.5,79.3,11.5,322.9,17.6,9,,2023-05-12T05:17:30,2023-05-12T19:44:31,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/13/2023,21.2,12.3,16,21.2,12.3,16,11.3,75.3,1.142,100,8.33,rain,0,0,25.2,10.9,101.8,1020.2,78.5,13.5,346.6,18.7,10,,2023-05-13T05:16:25,2023-05-13T19:45:34,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/14/2023,17.1,12.5,14.4,17.1,12.5,14.4,12.4,88.3,10.207,100,16.67,rain,0,0,24.1,24.1,121.7,1019.4,98.4,11.7,100.4,5.3,6,,2023-05-14T05:15:23,2023-05-14T19:46:36,0.81,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/15/2023,19.4,11.3,15.5,19.4,11.3,15.5,11.2,76.6,0.26,100,4.17,rain,0,0,17.3,13.6,131.5,1013.9,70.3,12.1,268.6,13.6,7,,2023-05-15T05:14:21,2023-05-15T19:47:37,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LWSK,13586099999,13590099999,D3068,13571099999,13575099999"
skopje,5/16/2023,18.8,12.6,15.8,18.8,12.6,15.8,13.2,84.8,0.963,100,12.5,rain,0,0,24.5,11.1,114.7,1009.3,70.1,11.9,209.4,11.5,7,,2023-05-16T05:13:22,2023-05-16T19:48:38,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LWSK,13586099999,13590099999,13588099999,D3068,13571099999,13575099999"
skopje,5/17/2023,23.6,11.6,17.4,23.6,11.6,17.4,10.9,68.4,0.059,100,8.33,rain,0,0,21.6,13.7,244.9,1008.6,56.5,13.4,371.5,20.3,10,,2023-05-17T05:12:24,2023-05-17T19:49:38,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/18/2023,17.9,13.3,15.2,17.9,13.3,15.2,11,76.5,0.143,100,12.5,rain,0,0,31.3,24.8,300.7,1014.2,90.7,13.3,117.6,6.2,4,,2023-05-18T05:11:28,2023-05-18T19:50:38,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/19/2023,24,12.6,17.3,24,12.6,17.3,9.8,63.1,0,0,0,,0,0,19.4,14.8,285.3,1018.3,53.4,13.9,399,21.7,10,,2023-05-19T05:10:33,2023-05-19T19:51:37,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/20/2023,26,10.5,17.1,26,10.5,17.1,10.7,69.4,1.967,100,4.17,rain,0,0,28.8,17.3,131.5,1016,37,12.7,402.1,23.2,10,,2023-05-20T05:09:40,2023-05-20T19:52:35,0.02,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/21/2023,22.7,12,17.2,22.7,12,17.2,11.5,71.3,0.114,100,8.33,rain,0,0,25.9,13.8,277,1012,82.5,13.1,348.5,18.9,10,,2023-05-21T05:08:49,2023-05-21T19:53:32,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/22/2023,22.6,13.2,17,22.6,13.2,17,11.9,72.8,0.949,100,4.17,rain,0,0,19.4,20.5,290.6,1012.2,61,12.6,306.1,17.8,10,,2023-05-22T05:08:00,2023-05-22T19:54:29,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/23/2023,24.9,11.4,18.2,24.9,11.4,18.2,11,65.8,0,0,0,,0,0,21.2,20.3,315.2,1012.9,40.5,14.9,345.2,20.1,10,,2023-05-23T05:07:13,2023-05-23T19:55:25,0.12,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/24/2023,26.5,11.8,19,26.5,11.8,19,11.9,65.7,0.001,100,4.17,rain,0,0,18.4,10.6,292,1013.5,32.7,13.1,449.1,25.9,10,,2023-05-24T05:06:28,2023-05-24T19:56:20,0.15,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/25/2023,25.8,14.9,19.1,25.8,14.9,19.1,13.1,69,1.563,100,8.33,rain,0,0,17.3,23.9,295.8,1015.8,53.6,13.2,297.4,17.3,10,,2023-05-25T05:05:44,2023-05-25T19:57:14,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/26/2023,24.9,13.2,17.9,24.9,13.2,17.9,12.3,71.3,0.001,100,4.17,rain,0,0,22.3,20.1,308.2,1015.7,40.2,13,212.1,10.9,5,,2023-05-26T05:05:03,2023-05-26T19:58:08,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/27/2023,24.5,12.6,18.2,24.5,12.6,18.2,11.8,67.5,0,0,0,,0,0,23,14.3,284.8,1014.9,58.2,14,331.9,19.1,10,,2023-05-27T05:04:23,2023-05-27T19:59:00,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/28/2023,23.5,15,19,23.5,15,19,13.3,70.1,11.276,100,8.33,rain,0,0,26.6,17.6,273.4,1012.7,65.2,13.6,412.3,22.4,10,,2023-05-28T05:03:45,2023-05-28T19:59:51,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/29/2023,25,13.6,19.4,25,13.6,19.4,13.4,69.8,0.016,100,4.17,rain,0,0,42.5,11.3,299.5,1012.3,50.1,14.7,359,20.7,10,,2023-05-29T05:03:09,2023-05-29T20:00:41,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/30/2023,25.8,14,19,25.8,14,19,14.3,76.7,4.086,100,12.5,rain,0,0,40.7,13.3,308.2,1013.9,61.5,13,383.8,22.1,10,,2023-05-30T05:02:36,2023-05-30T20:01:30,0.35,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,5/31/2023,22.5,13,17.8,22.5,13,17.8,15.1,85,7.919,100,16.67,rain,0,0,15.8,11,100.5,1016.6,77,12.2,185.5,10.9,5,,2023-05-31T05:02:04,2023-05-31T20:02:18,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,6/1/2023,25,14.7,19.3,25,14.7,19.3,14.4,75.9,0.376,100,4.17,rain,0,0,20.9,7.4,85,1015.6,55.3,12.4,310.5,16.9,9,,2023-06-01T05:01:34,2023-06-01T20:03:05,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LWSK,13586099999,13588099999,13590099999,D3068,13571099999,13575099999"
skopje,6/2/2023,27.5,14.1,20.8,27.3,14.1,20.7,13.2,65.2,0.002,100,4.17,rain,0,0,21.2,14.1,171.3,1011.9,27.3,14.5,288.5,25.1,10,30,2023-06-02T05:01:06,2023-06-02T20:03:50,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LWSK,13586099999,13576099999,13588099999,13590099999,D3068,13577099999,13571099999,13575099999"
skopje,6/3/2023,24.1,14.7,18.9,24.1,14.7,18.9,14.3,75.2,5.117,100,8.33,rain,0,0,25.9,12.4,316.2,1014.3,73.1,12.5,175,15.1,10,10,2023-06-03T05:00:41,2023-06-03T20:04:34,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LWSK,13586099999,13576099999,13588099999,13590099999,BKPR,D3068,13591099999,13577099999,13571099999,13575099999"
skopje,6/4/2023,24.7,14,19.2,24.7,14,19.2,15,78.4,0.138,100,8.33,rain,0,0,17.6,7.9,93.4,1018.7,72.7,13.2,219.7,19.1,10,10,2023-06-04T05:00:17,2023-06-04T20:05:17,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LWSK,13493099999,13489099999,13577099999,13481199999,13586099999,13576099999,BKPR,13590099999,D3068,13591099999,13585099999,13571099999,13575099999"
skopje,6/5/2023,26.3,15,20.1,26.3,15,20.1,15.4,76.4,0.307,100,8.33,rain,0,0,39.6,12.8,135.2,1018.6,60,12.7,324.1,28.2,10,10,2023-06-05T04:59:55,2023-06-05T20:05:58,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LWSK,13493099999,13588099999,13489099999,13577099999,13481199999,13586099999,13576099999,BKPR,13590099999,D3068,13591099999,13585099999,13571099999,13575099999"
skopje,6/6/2023,27.5,15,21.6,27.4,15,21.6,14.9,69.1,0.901,100,8.33,rain,0,0,23.8,18.1,111.3,1016.4,53.5,13.5,184,16,10,10,2023-06-06T04:59:36,2023-06-06T20:06:38,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LWSK,13493099999,13588099999,13489099999,13577099999,13481199999,13586099999,13576099999,BKPR,13590099999,D3068,13591099999,13585099999,13571099999,13575099999"
skopje,6/7/2023,25.2,15.9,20.9,25.2,15.9,20.9,13.8,65.3,1.159,100,12.5,rain,0,0,14.4,13.6,296.8,1015.6,64.4,14.2,149.5,12.9,5,10,2023-06-07T04:59:18,2023-06-07T20:07:17,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LWSK,13588099999,13489099999,13577099999,13481199999,13586099999,13576099999,BKPR,13590099999,D3068,13591099999,13571099999,13575099999"
skopje,6/8/2023,27.8,15,21.5,28.4,15,21.5,14.6,67.8,0,0,0,rain,0,0,17.3,14.2,277.3,1013.3,58.6,12.7,237.8,20.3,10,30,2023-06-08T04:59:03,2023-06-08T20:07:53,0.65,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LWSK,13586099999,13576099999,13588099999,BKPR,13590099999,D3068,13489099999,13577099999,13571099999,13575099999,13481199999"
skopje,6/9/2023,29.8,14.8,21.9,29.1,14.8,21.8,14.8,68.4,0.6,100,16.67,rain,0,0,16.6,9.6,51.1,1012.6,44.4,9.8,321,27.7,10,10,2023-06-09T04:58:50,2023-06-09T20:08:29,0.69,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"LWSK,BKPR,D3068,13481199999"
skopje,6/10/2023,26.6,14,20.6,26.6,14,20.6,15.3,74.2,0.2,100,8.33,rain,0,0,18.4,27,5.6,1010.9,46.1,10,273.5,23.6,9,10,2023-06-10T04:58:39,2023-06-10T20:09:02,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LWSK,BKPR,D3068"
skopje,6/11/2023,26.6,14.8,20.3,26.6,14.8,20.3,15.5,76.1,1.5,100,25,rain,0,0,20.5,21.5,48.1,1010,50.1,10,204.6,17.5,8,10,2023-06-11T04:58:30,2023-06-11T20:09:35,0.76,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"LWSK,BKPR,D3068"
skopje,6/12/2023,23.5,14.9,18.5,23.5,14.9,18.5,15.9,85.7,14.1,100,70.83,rain,0,0,16.6,8.4,153.9,1010.6,79.2,9.8,77.8,6.7,5,10,2023-06-12T04:58:22,2023-06-12T20:10:05,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LWSK,BKPR,D3068"
skopje,6/13/2023,23.7,15,18.6,23.7,15,18.6,16.2,86.8,26,100,62.5,rain,0,0,14,13.5,82,1011.3,71.6,13.6,205.5,17.6,8,10,2023-06-13T04:58:17,2023-06-13T20:10:34,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LWSK,BKPR,D3068"
